,SMILES,Scaffold,R-groups,ro_gen_design,struc_alerts,macrocycle,JNK1_PIC50,JNK1_PIC50_std,UCB_JNK1_PIC50,HBA,HBD,MolWt,TPSA,SA_score,Custom_score
19,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cnc(N)s3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1sc(N)nc1,True,True,True,6.252996713226851,2.0969480710145474,8.349944784241398,10,2,528.1725787560001,143.09999999999997,3.099597475038321,0.0702277128584683
20,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCc4cccc(OC)c4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NCc1cc(OC)ccc1,True,True,True,6.322480550371939,2.094652258067986,8.417132808439925,8,2,511.188940028,128.2,2.699148884025373,0.14151999494060874
21,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3C(C)c3ccc(F)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*C(C)c1ncc(F)cc1,False,True,True,6.047377555991864,2.1016976148075948,8.14907517079946,8,1,553.2271371040001,117.07999999999998,3.5797615752239462,0.019316705176606774
22,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccnn3-c3ccccc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1n(-c2ccccc2)ncc1,False,True,True,6.031469652996428,2.088518720575629,8.119988373572056,9,1,572.2318078840001,122.00999999999998,2.9988247078357126,0.008134254981996492
23,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3csc(Cl)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1csc(Cl)c1,True,True,True,5.989840627793642,2.0966851910605895,8.08652581885423,8,1,546.127458404,104.18999999999998,3.0855443143376355,0.02648204832803458
24,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(-c4ccc(OCC)nc4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(-c2ccc(OCC)nc2)cc1,False,True,True,6.3649043843655315,2.0984016502764242,8.463306034641956,9,1,627.262773664,126.30999999999999,3.014191389558456,0.015988777624443173
25,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(Cl)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1cc(Cl)ccc1,False,True,True,6.102851992276827,2.088166365629735,8.191018357906563,7,1,540.171037468,104.18999999999998,2.8002559682883366,0.03733950754394755
26,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OCCO)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(OCCO)cc1,False,True,True,6.2702954718522905,2.08739716982523,8.35769264167752,9,2,566.231139188,133.64999999999998,2.8686129377147527,0.01733425713609904
27,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc4ncccc4c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc2ncccc2c1,False,True,True,6.2020674039271295,2.0887619212348443,8.290829325161974,8,1,557.220908852,117.07999999999998,2.902286908550625,0.01967934565618634
28,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(-c4ccc(Cl)cc4)n3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1nc(-c2ccc(Cl)cc2)ccc1,False,True,True,6.121910789098477,2.088851879522337,8.210762668620815,8,1,617.197586564,117.07999999999998,2.954535536559911,0.004401952843181789
29,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccs3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1sccc1,True,True,True,6.12629395143831,2.098341036675518,8.224634988113827,8,1,512.1664307560001,104.18999999999998,2.89261196488723,0.12846238381462172
30,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N(C)C)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*N(C)C,True,True,True,6.351547149396584,2.0892101662866778,8.440757315683262,7,1,419.16272528,110.17999999999999,2.6955346391453734,0.3860644396627322
31,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccnc(-c4ccc(OC)cc4)n3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1nc(-c2ccc(OC)cc2)ncc1,False,True,True,6.200540775931925,2.0895224661484675,8.290063242080393,10,1,614.2423725680001,139.2,3.0106934640456746,0.006728865671902894
32,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(OCC)cc4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*Nc1ccc(OCC)cc1,True,True,True,6.457686661216589,2.0879317051575312,8.54561836637412,8,2,511.188940028,128.2,2.6619315192119704,0.1555066229775548
33,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,False,True,True,6.291701859002984,2.0875180946456133,8.379219953648597,9,2,695.175136868,150.35999999999996,2.970413608060417,0.010424122679978607
34,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3C)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*C,True,True,True,6.104463510071364,2.084395626233412,8.188859136304776,7,1,444.19435975600004,104.18999999999998,2.7227561186292313,0.36407269805204123
35,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1c(OCC)cccc1,False,True,True,6.214700987151446,2.092915967617309,8.307616954768754,8,1,550.2362245680001,113.41999999999999,2.8336020277536136,0.026438315515406426
36,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OCC)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(OCC)cc1,False,True,True,6.212499466937045,2.0864280351659685,8.298927502103012,8,1,550.2362245680001,113.41999999999999,2.7940423074738945,0.026354481931775805
37,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(S(N)(=O)=O)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(S(=O)(=O)N)cc1,False,True,True,6.252257925071252,2.0864572933880177,8.338715218459269,9,2,585.1828090919998,164.34999999999997,2.89175995811841,0.011093157110735774
38,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4cccnn4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*Nc1nnccc1,True,True,True,6.418976385747164,2.093791955581576,8.51276834132874,9,2,469.1532232160001,144.75,2.893217720336084,0.3419805648736655
39,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccnc(-c4ccc(C)cc4)n3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1nc(-c2ccc(C)cc2)ncc1,False,True,True,6.193158315683274,2.090663873096988,8.283822188780261,9,1,598.247457948,129.96999999999997,3.001487617266089,0.007258571218699217
40,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(OC)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1cc(OC)ccc1,False,True,True,6.135758099232529,2.089104890056056,8.224862989288585,8,1,536.2205745040001,113.41999999999999,2.7956833428753214,0.04574865772156045
41,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(NC(C)=O)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(NC(=O)C)cc1,False,True,True,6.213970037474458,2.0867554657158425,8.3007255031903,8,2,563.2314735360001,133.28999999999996,2.8256009701469225,0.016294525819830596
42,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N(C)CCO)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*N(CCO)C,True,True,True,6.352437122393712,2.097862705786817,8.45029982818053,8,2,449.173289964,130.41,2.8190883189870117,0.3705930716823786
43,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cnc(-c4ccc5cccnc5c4)s3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1sc(-c2ccc3cccnc3c2)nc1,False,True,True,6.275418803185288,2.1004813138624905,8.37590011704778,10,1,640.203878884,129.96999999999997,3.2128625573804603,0.0096182762645185
44,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cnc(OCC4CC4)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ncc(OCC2CC2)nc1,False,True,True,6.329365829040587,2.0968040548276017,8.426169883868189,10,1,578.2423725680001,139.2,3.160850722934672,0.016993611119687557
45,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccccc4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,c1(N*)ccccc1,True,True,True,6.416629190681845,2.0868353304893335,8.503464521171178,7,2,467.16272528,118.97,2.586363129765365,0.3468129346147179
46,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(-c4ccc(Cl)cc4)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ncc(-c2ccc(Cl)cc2)cc1,False,True,True,6.334403744188851,2.0988143587298964,8.433218102918747,8,1,617.197586564,117.07999999999998,2.957375133029016,0.013701105723157523
47,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC(C)C)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC(C)C,True,True,True,6.2900763234462245,2.0899502583933907,8.380026581839616,7,2,433.178375344,118.97,2.7281231884605166,0.377483767690137
48,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(N4CCOCC4)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ncc(N2CCOCC2)cc1,False,True,True,6.319956861614251,2.0960843630652057,8.416041224679457,10,1,592.258022632,129.54999999999998,3.0622988892427934,0.01406609616242349
49,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CCOCC4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC1CCOCC1,True,True,True,6.3444349232196355,2.09155950335399,8.435994426573625,8,2,475.188940028,128.2,2.851881740187201,0.3165166354738176
50,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OC)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(OC)cc1,False,True,True,6.104423196807792,2.0850388103134874,8.189462007121278,8,1,536.2205745040001,113.41999999999999,2.7601660172103326,0.045044951839372516
51,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccn3CCO)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1n(CCO)ccc1,True,True,True,6.262480603597073,2.1050982987016633,8.367578902298735,9,2,539.2314735360001,129.35,3.1133839898918563,0.044315835577435785
52,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CC4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC1CC1,True,True,True,6.361723517440164,2.091541247277231,8.453264764717396,7,2,431.16272528,118.97,2.725396924304455,0.3834664046298712
53,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(-c4ccc(NS(C)(=O)=O)cc4)n3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1nc(-c2ccc(NS(=O)(=O)C)cc2)ccc1,False,True,True,6.31854523789767,2.0881660870986822,8.406711324996351,10,2,676.2250082520001,163.24999999999994,3.108574097570906,0.01214118767529726
54,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(Br)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(Br)cc1,False,True,True,6.096647339719599,2.0863160983113676,8.182963438030967,7,1,584.120521888,104.18999999999998,2.799791323317921,0.006363526394125073
55,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3Nc3cccc(NS(C)(=O)=O)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*Nc1cc(NS(=O)(=O)C)ccc1,False,True,True,6.340060420071411,2.091765758803032,8.431826178874443,10,3,614.2093581880001,162.39,2.9983778833256327,0.014212909620255232
56,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(N4CCOCC4)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1cc(N2CCOCC2)ccc1,False,True,True,6.230775373593008,2.0877694977820873,8.318544871375096,9,1,591.2627736640001,116.65999999999998,2.959713889242794,0.00932406960055232
57,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cc(-c4ccc(OC)cc4)nn3CC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1n(CC)nc(-c2ccc(OC)cc2)c1,False,True,True,6.1242787196118655,2.1029319375732327,8.227210657185099,10,1,630.273672696,131.24,3.1040667690633015,0.004223317257128656
58,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CCCCCC4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC1CCCCCC1,True,True,True,6.362098817937626,2.0919852547189075,8.454084072656533,7,2,487.225325536,118.97,2.7531565731922463,0.2689895560033619
59,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(C#N)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,c1(*)ccc(C#N)cc1,False,True,True,6.159406088149262,2.0862217302611628,8.245627818410425,8,1,531.205258788,127.97999999999998,2.8666183536589287,0.05827114114072174
60,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cnc(-c4ccc(N5CCN(C)CC5)cc4)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ncc(-c2ccc(N3CCN(C)CC3)cc2)nc1,False,True,True,6.304921340710064,2.0920725952531174,8.396993935963181,11,1,682.3162062040001,136.45,3.2191349961513858,0.011238574283197522
61,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3nnc(-c4ccccc4)o3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1nnc(-c2ccccc2)o1,False,True,True,6.123468381804714,2.0972047153498106,8.220673097154524,10,1,574.2110724400001,143.10999999999996,2.9542673113860083,0.009158296161331236
62,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OCC)cc3F)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1c(F)cc(OCC)cc1,False,True,True,6.354460764245502,2.0962751739744103,8.450735938219912,8,1,568.226802756,113.41999999999999,2.9152103108062626,0.022087942576035854
